,Descrição,UF,count,min,max,mean,std
20063,ESTABILIZADOR - FOTOGRAFICO,PI,1,882.9,882.9,882.9,
20111,ESTANDARTE,RS,1,2399.99,2399.99,2399.99,
20138,ESTANTE HALTERES,AC,1,3414.6400000000003,3414.6400000000003,3414.6400000000003,
20137,ESTANTE ANILHAS,RS,1,780.0,780.0,780.0,
20136,ESTANTE ANILHAS,RN,1,780.0,780.0,780.0,
20134,ESTANTE ANILHAS,AC,1,1450.0,1450.0,1450.0,
20133,ESTANTE - PARTITURA,PR,1,72.598,72.598,72.598,
20132,ESTANTE - PARTITURA,PE,1,400.0,400.0,400.0,
20131,ESTANTE - PARTITURA,PB,1,59.5,59.5,59.5,
20120,ESTANTE,PE,1,490.0,490.0,490.0,
20115,ESTANTE,AM,1,2900.0,2900.0,2900.0,
20112,ESTANHO,MG,1,0.34,0.34,0.34,
20110,ESTANDARTE,RN,1,2399.99,2399.99,2399.99,
20064,ESTABILIZADOR - FOTOGRAFICO,SP,1,4513.99,4513.99,4513.99,
20103,ESTACAO TOTAL DE TOPOGRAFIA,PI,1,15999.0,15999.0,15999.0,
20099,ESTACA NAO ENRAIZADA,TO,1,39.0,39.0,39.0,
20098,ESTACA NAO ENRAIZADA,MG,1,3.9,3.9,3.9,
20097,ESTACA DE ACO,RJ,1,280.0,280.0,280.0,
20095,ESTABILIZANTE ALIMENTAR,SP,1,7.0,7.0,7.0,
20092,ESTABILIZANTE ALIMENTAR,RN,1,70.5,70.5,70.5,
20090,ESTABILIZANTE ALIMENTAR,MG,1,23.66,23.66,23.66,
20085,ESTABILIZADOR TENSÃO,SC,1,289.6,289.6,289.6,
20077,ESTABILIZADOR TENSÃO,PB,1,201.25,201.25,201.25,
20072,ESTABILIZADOR TENSÃO,MA,1,619.0,619.0,619.0,
20257,ESTERILIZADOR,SP,1,1649.0,1649.0,1649.0,
20258,ESTERILIZADOR AMBIENTE,PB,1,3945.0,3945.0,3945.0,
20259,ESTERILIZADOR AMBIENTE,RR,1,3945.0,3945.0,3945.0,
20260,ESTERILIZANTE QUÍMICO,AC,1,156.12,156.12,156.12,
20435,ESTRIBO,SE,1,1.79,1.79,1.79,
20433,ESTRIBO,AM,1,0.68,0.68,0.68,
20432,ESTREPTOMICINA,RO,1,24.12,24.12,24.12,
20431,ESTREPTOMICINA,RN,1,16.78,16.78,16.78,
20430,ESTREPTOMICINA,RJ,1,16.98,16.98,16.98,
20429,ESTREPTOMICINA,PE,1,16.73,16.73,16.73,
20428,ESTREPTOMICINA,PA,1,7.44,7.44,7.44,
20425,ESTRADO MODULAR,RR,1,26.0,26.0,26.0,
20424,ESTRADO MODULAR,RN,1,25.0,25.0,25.0,
20420,ESTRADO MODULAR,PB,1,26.0,26.0,26.0,
20417,ESTRADO MODULAR,MA,1,185.9,185.9,185.9,
20416,ESTRADO MODULAR,GO,1,18.5,18.5,18.5,
20415,ESTRADO MODULAR,CE,1,29.0,29.0,29.0,
20414,ESTRADO MODULAR,AM,1,34.23,34.23,34.23,
20413,ESTRADO MODULAR,AL,1,49.0,49.0,49.0,
20412,ESTRADO DE CAMA,RR,1,128.99,128.99,128.99,
20411,ESTRADO DE CAMA,PB,1,128.99,128.99,128.99,
20410,ESTRADO DE CAMA,ES,1,190.0,190.0,190.0,
20407,ESTRADIOL,PR,1,12.98,12.98,12.98,
20406,ESTRADIOL,PE,1,20.902,20.902,20.902,
20396,ESTOPA,RR,1,3.49,3.49,3.49,
20395,ESTOPA,RO,1,5.89,5.89,5.89,
20390,ESTOPA,PB,1,3.49,3.49,3.49,
20436,ESTRIBO,SP,1,0.68,0.68,0.68,
20437,ESTRIBO - SALVAMENTO,RJ,1,199.75,199.75,199.75,
20438,ESTRIOL,PB,1,12.45,12.45,12.45,
20460,"ESTUDO, PROJETO - COMERCIO EXTERIOR",RJ,1,165000.0,165000.0,165000.0,
20483,ESTUDOS E PROJETOS DE METEOROLOGIA,RJ,1,218520.0,218520.0,218520.0,
20480,ESTUDOS E PROJETOS DE INSTALACAO ELETRICA,RS,1,1948.38,1948.38,1948.38,
20479,ESTUDOS E PROJETOS DE INSTALACAO ELETRICA,RJ,1,849898.99,849898.99,849898.99,
20478,ESTUDOS E PROJETOS DE INSTALACAO ELETRICA,ES,1,4000.0,4000.0,4000.0,
20474,ESTUDOS E PROJETOS DE INSTALACAO DE REDE COMUNICACAO / LOCAL,PE,1,250.0,250.0,250.0,
20472,ESTUDOS E PROJETOS DE HIDROGEOLOGIA,PE,1,436216.63,436216.63,436216.63,
20469,"ESTUDOS E PROJETOS DE CORTES, ATERROS E ESCORAMENTOS",AM,1,56.03,56.03,56.03,
20467,ESTUDOS E PROJETOS DE COMUTACAO TELEFONICA,MG,1,1338917.28,1338917.28,1338917.28,
20466,ESTUDOS E PROJETOS DE COMUTACAO TELEFONICA,AC,1,1338917.28,1338917.28,1338917.28,
20464,ESTUDOS E PROJETOS DE ARQUITETURA,PE,1,32595.0,32595.0,32595.0,
20459,"ESTUDO, AVALIACAO, PROJETO - IMOVEIS",RS,1,41999.0,41999.0,41999.0,
20439,ESTRIOL,PE,1,10.39,10.39,10.39,
20454,ESTRUTURA METÁLICA,MG,1,48.0,48.0,48.0,
20451,ESTRUTURA CONCRETO PRÉ - MOLDADO,SE,1,120.0,120.0,120.0,
20449,ESTRUTURA CONCRETO PRÉ - MOLDADO,PR,1,68.3,68.3,68.3,
20447,ESTRUTURA CONCRETO PRÉ - MOLDADO,MS,1,68.3,68.3,68.3,
20445,ESTROVENGA,PR,1,34.39,34.39,34.39,
20444,ESTROVENGA,AM,1,62.0,62.0,62.0,
20443,ESTROGÊNIOS CONJUGADOS,RR,1,42.5,42.5,42.5,
20442,ESTROGÊNIOS CONJUGADOS,PB,1,42.5,42.5,42.5,
20441,ESTROGÊNIOS CONJUGADOS,AC,1,1.0485,1.0485,1.0485,
20440,ESTRIOL,RR,1,12.45,12.45,12.45,
20389,ESTOPA,MT,1,6.5,6.5,6.5,
20385,ESTOPA,BA,1,2.5,2.5,2.5,
20383,ESTOPA,AL,1,10.0,10.0,10.0,
20296,ESTICADOR DE CABO ( TENSOR ),RJ,1,4.8,4.8,4.8,
20328,ESTIVA - CARREGADOR / OPERADOR CARGA,MG,1,42231.91,42231.91,42231.91,
20326,ESTILETE USO MÉDICO,RJ,1,628.5,628.5,628.5,
20325,ESTILETE DESENHO,RN,1,1.2,1.2,1.2,
20324,ESTILETE DESENHO,PI,1,1.17,1.17,1.17,
20323,ESTILETE DESENHO,PA,1,20.36,20.36,20.36,
20322,ESTILETE DESENHO,CE,1,1.54,1.54,1.54,
20321,ESTILETE DESENHO,AM,1,3.84,3.84,3.84,
20320,ESTILETE DE MATRIZ ESTENCIL,RJ,1,11.44,11.44,11.44,
20305,ESTILETE,MT,1,2.0,2.0,2.0,
20301,ESTILETE,BA,1,2.2,2.2,2.2,
20295,ESTICADOR DE CABO ( TENSOR ),MS,1,148.01,148.01,148.01,
20331,ESTIVA - CARREGADOR / OPERADOR CARGA,PR,1,338910.87,338910.87,338910.87,
20293,ESTICADOR DE ARAME PARA ESTAIAMENTO,PA,1,11.4,11.4,11.4,
20290,ESTICADOR,RO,1,13.5,13.5,13.5,
20289,ESTICADOR,RN,1,4.97,4.97,4.97,
20288,ESTICADOR,RJ,1,22.45,22.45,22.45,
20284,ESTETOSCÓPIO,SP,1,49.48,49.48,49.48,
20282,ESTETOSCÓPIO,SC,1,729.0,729.0,729.0,
20272,ESTETOSCÓPIO,MG,1,655.0,655.0,655.0,
20271,ESTETOSCÓPIO,ES,1,22.0,22.0,22.0,
20266,ESTESIÔMETRO,RS,1,75.0,75.0,75.0,
20263,ESTESIÔMETRO,MG,1,251.45,251.45,251.45,
20330,ESTIVA - CARREGADOR / OPERADOR CARGA,PI,1,3574.418333333333,3574.418333333333,3574.418333333333,
20337,ESTOFADO,PI,1,2533.22,2533.22,2533.22,
20379,ESTOJO PORTA CARREGADOR,RO,1,70.0,70.0,70.0,
20353,ESTOJO DE LIMPEZA DE ARMA,PR,1,90.0,90.0,90.0,
20377,ESTOJO PORTA CARREGADOR,PE,1,38.77,38.77,38.77,
20373,ESTOJO PARA GUARDA DE FERRAMENTA,RS,1,1448.8,1448.8,1448.8,
20369,ESTOJO INSTRUMENTAL CIRÚRGICO,RS,1,230.0,230.0,230.0,
20368,ESTOJO INSTRUMENTAL CIRÚRGICO,RN,1,230.0,230.0,230.0,
20365,ESTOJO INSTRUMENTAL CIRÚRGICO,PE,1,115.0,115.0,115.0,
20363,ESTOJO INSTRUMENTAL CIRÚRGICO,BA,1,109.49,109.49,109.49,
20361,ESTOJO DETECTAÇÃO CLORO / PH,RS,1,30.02,30.02,30.02,
20360,ESTOJO DETECTAÇÃO CLORO / PH,RO,1,28.0,28.0,28.0,
20358,ESTOJO DETECTAÇÃO CLORO / PH,MG,1,9.66,9.66,9.66,
20356,ESTOJO DETECTAÇÃO CLORO / PH,AC,1,39.4,39.4,39.4,
20352,ESTOJO DE LIMPEZA DE ARMA,PE,1,210.0,210.0,210.0,
20338,ESTOFADO,RN,1,1453.1999999999998,1453.1999999999998,1453.1999999999998,
20351,ESTOJO DE LIMPEZA DE ARMA,AC,1,60.0,60.0,60.0,
20350,ESTOJO DE INSTRUMENTO DE DESENHO,PR,1,6.39,6.39,6.39,
20349,ESTOJO DE COSTURA,RJ,1,8.47,8.47,8.47,
20348,ESTOJO DE CANETA TINTEIRO,BA,1,8.0,8.0,8.0,
20347,ESTOJO ( KIT ) LIMPEZA LENTE - USO FOTOGRAFICO,MG,1,26.6,26.6,26.6,
20346,ESTOJO,RJ,1,14.5,14.5,14.5,
20344,ESTOJO,MT,1,67.69,67.69,67.69,
20343,ESTOJO,MG,1,3.5,3.5,3.5,
20342,ESTOJO,BA,1,67.69,67.69,67.69,
20341,ESTOJO,AM,1,5.0,5.0,5.0,
21018,FAIXA DIVULGAÇÃO DE EVENTOS,AC,1,100.0,100.0,100.0,
21023,FAIXA DIVULGAÇÃO DE EVENTOS,PB,1,38.0,38.0,38.0,
21027,FAIXA DIVULGAÇÃO DE EVENTOS,RN,1,48.97,48.97,48.97,
21713,FILTRO,MT,1,98.54,98.54,98.54,
21810,FILTRO INTRAVASCULAR,PB,1,3300.0,3300.0,3300.0,
21807,FILTRO INTRAVASCULAR,CE,1,1490.0,1490.0,1490.0,
21804,FILTRO GEOMECÂNICO,SP,1,734.4699999999999,734.4699999999999,734.4699999999999,
21801,FILTRO GEOMECÂNICO,AM,1,734.4699999999999,734.4699999999999,734.4699999999999,
21800,FILTRO DO SISTEMA DE COMBUSTÍVEL DE AERONAVE,MS,1,1566.0,1566.0,1566.0,
21799,FILTRO DO SISTEMA DE COMBUSTÍVEL DE AERONAVE,AL,1,1566.0,1566.0,1566.0,
21798,FILTRO DE ÁGUA,TO,1,128.49,128.49,128.49,
21796,FILTRO DE ÁGUA,SC,1,65.6,65.6,65.6,
21772,FILTRO DE MÁSCARA CONTRA GÁS,CE,1,27.0,27.0,27.0,
21771,FILTRO DE FIBRA DE VIDRO,RO,1,349.99,349.99,349.99,
21770,FILTRO DE FIBRA DE VIDRO,MG,1,262.82,262.82,262.82,
21769,FILTRO CONICO,RS,1,33.5,33.5,33.5,
21768,FILTRO CONICO,MG,1,38.42,38.42,38.42,
21767,FILTRO COMBUSTÍVEL - POSTO ABASTECIMENTO,GO,1,7.82,7.82,7.82,
21766,FILTRO COMBUSTÍVEL - POSTO ABASTECIMENTO,AM,1,539.4,539.4,539.4,
21759,FILTRO COMBUSTÍVEL,PE,1,165.0,165.0,165.0,
21753,FILTRO COMBUSTÍVEL,AC,1,15.0,15.0,15.0,
21752,FILTRO COLETOR DE PÓ,PR,1,156.0,156.0,156.0,
21742,FILTRO CAPILAR DIALISADOR,RN,1,26.68,26.68,26.68,
21724,FILTRO AR,BA,1,970.0,970.0,970.0,
21720,FILTRO AQUÁRIO / REFIL,RJ,1,6940.22,6940.22,6940.22,
21718,FILTRO  ' Y ',RJ,1,159.99,159.99,159.99,
21717,FILTRO,SE,1,27.61,27.61,27.61,
21811,FILTRO INTRAVASCULAR,PE,1,2900.0,2900.0,2900.0,
21815,FILTRO LABORATÓRIO,AM,1,18.252,18.252,18.252,
21818,FILTRO LABORATÓRIO,MS,1,95.98,95.98,95.98,
21861,FILTRO PURIFICAÇÃO DE AR,CE,1,1250.0,1250.0,1250.0,
21882,FILTRO REFRIGERAÇÃO,PI,1,89.0,89.0,89.0,
21881,FILTRO REFRIGERAÇÃO,PE,1,9.99,9.99,9.99,
21873,FILTRO PURIFICAÇÃO ÁGUA,MG,1,35.9,35.9,35.9,
21872,FILTRO PURIFICAÇÃO ÁGUA,GO,1,95.073,95.073,95.073,
21871,FILTRO PURIFICAÇÃO ÁGUA,AM,1,1678.6,1678.6,1678.6,
21870,FILTRO PURIFICAÇÃO ÁGUA,AL,1,1100.0,1100.0,1100.0,
21866,FILTRO PURIFICAÇÃO DE AR,RN,1,80.0,80.0,80.0,
21864,FILTRO PURIFICAÇÃO DE AR,PE,1,548.99,548.99,548.99,
21863,FILTRO PURIFICAÇÃO DE AR,PB,1,240.0,240.0,240.0,
21862,FILTRO PURIFICAÇÃO DE AR,MS,1,1250.0,1250.0,1250.0,
21860,FILTRO PURIFICAÇÃO DE AR,AM,1,16.15,16.15,16.15,
21820,FILTRO LABORATÓRIO,PE,1,1789.98,1789.98,1789.98,
21854,FILTRO PARA HEMODERIVADOS,PB,1,125.0,125.0,125.0,
21851,FILTRO LINHA,TO,1,28.0,28.0,28.0,
21847,FILTRO LINHA,RR,1,75.0,75.0,75.0,
21840,FILTRO LINHA,PA,1,23.59,23.59,23.59,
21836,FILTRO LINHA,ES,1,56.0,56.0,56.0,
21835,FILTRO LINHA,CE,1,37.0,37.0,37.0,
21830,FILTRO LENTE OBJETIVA,PE,1,1129.5,1129.5,1129.5,
21828,FILTRO LENTE OBJETIVA,MG,1,56.0,56.0,56.0,
21826,FILTRO LABORATÓRIO,TO,1,149.94,149.94,149.94,
21824,FILTRO LABORATÓRIO,RS,1,11.0,11.0,11.0,
21716,FILTRO,RS,1,41.69,41.69,41.69,
21711,FILTRO,AC,1,98.54,98.54,98.54,
21029,FAIXA DIVULGAÇÃO DE EVENTOS,RR,1,38.0,38.0,38.0,
21710,FILME REVELAÇÃO INSTANTÂNEA,RS,1,165.45999999999998,165.45999999999998,165.45999999999998,
21620,FILMADORA PORTÁTIL,BA,1,4399.0,4399.0,4399.0,
21619,FILMADORA PORTÁTIL,AM,1,3075.0,3075.0,3075.0,
21617,FILMADORA PORTÁTIL,AC,1,11990.0,11990.0,11990.0,
21615,FILITO,ES,1,5.49,5.49,5.49,
21614,FILITO,AC,1,0.31,0.31,0.31,
21613,FILGRASTIM,SE,1,31.23,31.23,31.23,
21608,FILGRASTIM,MS,1,32.5,32.5,32.5,
21605,FILGRASTIM,AM,1,50.11,50.11,50.11,
21604,FILGRASTIM,AL,1,32.5,32.5,32.5,
21601,FILAMENTO TUNGSTÊNIO,MG,1,2500.0,2500.0,2500.0,
21600,FICHÁRIO,RJ,1,42.65,42.65,42.65,
21598,FICHA PAUTADA,RS,1,3.96,3.96,3.96,
21594,FICHA PADRONIZADA,MS,1,0.17,0.17,0.17,
21593,FICHA PADRONIZADA,CE,1,0.53,0.53,0.53,
21592,FICHA PADRONIZADA,AL,1,0.17,0.17,0.17,
21591,FICHA,SP,1,20.34,20.34,20.34,
21589,FICHA,MS,1,0.3,0.3,0.3,
21588,FICHA,AL,1,0.3,0.3,0.3,
21587,FIBRINOLISINA,RO,1,68.9,68.9,68.9,
21586,FIBRINOLISINA,RJ,1,71.86,71.86,71.86,
21585,FIBRINOLISINA,MG,1,22.5,22.5,22.5,
21584,FIBRINOLISINA,CE,1,49.4,49.4,49.4,
21580,FIBRA ÓPTICA - USO MÉDICO,PR,1,1786.5,1786.5,1786.5,
21623,FILMADORA PORTÁTIL,PA,1,1746.0,1746.0,1746.0,
21627,FILMADORA PORTÁTIL,RN,1,17600.0,17600.0,17600.0,
21629,FILMADORA PORTÁTIL,SP,1,331.0,331.0,331.0,
21665,FILME PARA TRANSPARENCIA,ES,1,21.5,21.5,21.5,
21708,FILME REVELAÇÃO INSTANTÂNEA,PI,1,165.45999999999998,165.45999999999998,165.45999999999998,
21704,FILME RADIOLÓGICO,RR,1,170.0,170.0,170.0,
21693,FILME RADIOLÓGICO,GO,1,500.0,500.0,500.0,
21687,FILME POLIÉSTER,CE,1,357.70000000000005,357.70000000000005,357.70000000000005,
21684,FILME PLÁSTICO,SP,1,72.0,72.0,72.0,
21675,FILME PLÁSTICO,GO,1,30.83,30.83,30.83,
21674,FILME PLÁSTICO,ES,1,137.76,137.76,137.76,
21673,FILME PLÁSTICO,BA,1,3199.0,3199.0,3199.0,
21670,FILME PLASTIFICAÇÃO DOCUMENTO,SC,1,16.9,16.9,16.9,
21667,FILME PLASTIFICAÇÃO DOCUMENTO,MG,1,123.3,123.3,123.3,
21658,FILME LABORATÓRIO,AC,1,606.77,606.77,606.77,
21633,FILME EMBALAGEM,AC,1,19.0,19.0,19.0,
21657,FILME IMPRESSORA,RR,1,424.6,424.6,424.6,
21656,FILME IMPRESSORA,RN,1,260.0,260.0,260.0,
21654,FILME IMPRESSORA,PB,1,424.6,424.6,424.6,
21652,FILME IMPRESSORA,GO,1,980.0,980.0,980.0,
21647,FILME EMBALAGEM,RR,1,38.0,38.0,38.0,
21642,FILME EMBALAGEM,PE,1,39.68,39.68,39.68,
21641,FILME EMBALAGEM,PB,1,38.0,38.0,38.0,
21640,FILME EMBALAGEM,PA,1,160.0,160.0,160.0,
21637,FILME EMBALAGEM,CE,1,74.04,74.04,74.04,
21635,FILME EMBALAGEM,AM,1,7.22,7.22,7.22,
21887,FILTRO REGULADOR DE PRESSAO,MG,1,1550.0,1550.0,1550.0,
21888,FILTRO REGULADOR DE PRESSAO,PR,1,135.95999999999998,135.95999999999998,135.95999999999998,
21890,FILTRO RESPIRADOR,AC,1,370.12,370.12,370.12,
21892,FILTRO RESPIRADOR,GO,1,39.66,39.66,39.66,
22218,FITA DETECÇÃO MAGNÉTICA,AC,1,387.0,387.0,387.0,
22217,FITA DE SUSPENSAO / MOVIMENTACAO DE CARGA,RJ,1,110.48,110.48,110.48,
22216,FITA DE SUSPENSAO / MOVIMENTACAO DE CARGA,PI,1,93.94,93.94,93.94,
22215,FITA DE SUSPENSAO / MOVIMENTACAO DE CARGA,MS,1,211.0,211.0,211.0,
22213,FITA BORDA,SC,1,42.32,42.32,42.32,
22203,FITA ANTIDERRAPANTE,RN,1,85.0,85.0,85.0,
22200,FITA ANTIDERRAPANTE,PI,1,21.57,21.57,21.57,
22188,FITA ADESIVA EMBALAGEM,PE,1,3.6,3.6,3.6,
22184,FITA ADESIVA EMBALAGEM,GO,1,4.89,4.89,4.89,
22181,FITA ADESIVA EMBALAGEM,AL,1,4.05,4.05,4.05,
22179,FITA ADESIVA ANTICORROSIVA,ES,1,44.54,44.54,44.54,
22143,FITA,MS,1,5.0,5.0,5.0,
22139,FITA,AL,1,5.0,5.0,5.0,
22136,FISIOTERAPIA / MASSOTERAPIA,PE,1,10000.0,10000.0,10000.0,
22135,FISIOTERAPIA / MASSOTERAPIA,CE,1,35.44,35.44,35.44,
22134,FISCALIZACAO OBRAS CIVIS,RS,1,41379.0,41379.0,41379.0,
22133,FISCALIZACAO / MEDICAO DE MIDIA,PE,1,1563000.0,1563000.0,1563000.0,
22132,FIROCOXIBE,AC,1,167.9,167.9,167.9,
22131,FIREWALL,RR,1,580000.0,580000.0,580000.0,
22130,FIREWALL,PB,1,580000.0,580000.0,580000.0,
22128,FIPRONIL,SC,1,1.1,1.1,1.1,
22125,FIPRONIL,RN,1,7.800000000000001,7.800000000000001,7.800000000000001,
22122,FIPRONIL,ES,1,22.0,22.0,22.0,
22219,FITA ENCABEÇAMENTO,AC,1,45.96,45.96,45.96,
22221,FITA ENCINTAMENTO,RN,1,197.78,197.78,197.78,
22222,FITA ENXERTIA,AL,1,174.89,174.89,174.89,
22265,FITA IMPRESSORA,RN,1,16.0,16.0,16.0,
22309,FITA LACRE ADUANEIRO,RS,1,13.7,13.7,13.7,
22307,FITA ISOLANTE ELÉTRICA ADESIVA,SP,1,5.2,5.2,5.2,
22305,FITA ISOLANTE ELÉTRICA ADESIVA,RO,1,4.15,4.15,4.15,
22302,FITA ISOLANTE ELÉTRICA ADESIVA,PR,1,4.48,4.48,4.48,
22300,FITA ISOLANTE ELÉTRICA ADESIVA,PB,1,2.694666666666667,2.694666666666667,2.694666666666667,
22279,FITA ISOLANTE ELÉTRICA,GO,1,4.99,4.99,4.99,
22271,FITA ISOLAMENTO DE AREA,PE,1,6.99,6.99,6.99,
22270,FITA ISOLAMENTO DE AREA,AM,1,13.07,13.07,13.07,
22269,FITA IMPRESSÃO MÁQUINA ESCREVER,RJ,1,44.9,44.9,44.9,
22266,FITA IMPRESSORA,RR,1,215.0,215.0,215.0,
22263,FITA IMPRESSORA,PE,1,69.96000000000001,69.96000000000001,69.96000000000001,
22223,FITA ENXERTIA,CE,1,158.4,158.4,158.4,
22262,FITA IMPRESSORA,PB,1,215.0,215.0,215.0,
22261,FITA IMPRESSORA,MG,1,153.32999999999998,153.32999999999998,153.32999999999998,
22260,FITA IMPRESSORA,CE,1,15.0,15.0,15.0,
22245,FITA HOSPITALAR,PA,1,3.56,3.56,3.56,
22233,FITA GRAVAÇÃO DADOS,PR,1,469.0,469.0,469.0,
22232,FITA GRAVAÇÃO DADOS,PE,1,190.0,190.0,190.0,
22231,FITA GRAVAÇÃO DADOS,MG,1,521.0,521.0,521.0,
22226,FITA GOTEJADORA,BA,1,1.03,1.03,1.03,
22225,FITA GINÁSTICA RÍTMICA,PE,1,16.0,16.0,16.0,
22224,FITA ENXERTIA,MA,1,33.3,33.3,33.3,
22120,FIO TELEFÔNICO,RN,1,250.0,250.0,250.0,
22118,FIO TELEFÔNICO,MG,1,90.0,90.0,90.0,
22116,FIO SOLDA,RS,1,122.78,122.78,122.78,
21959,FINASTERIDA,PA,1,0.43,0.43,0.43,
21976,FIO,PE,1,34.0,34.0,34.0,
21975,FIO,PB,1,158.22,158.22,158.22,
21974,FIO,PA,1,29.64,29.64,29.64,
21972,FIO,CE,1,0.59,0.59,0.59,
21967,FINASTERIDA,TO,1,0.47,0.47,0.47,
21966,FINASTERIDA,SP,1,0.54,0.54,0.54,
21964,FINASTERIDA,RO,1,0.5,0.5,0.5,
21963,FINASTERIDA,RN,1,0.8,0.8,0.8,
21962,FINASTERIDA,RJ,1,0.359,0.359,0.359,
21960,FINASTERIDA,PE,1,0.39,0.39,0.39,
21955,FINASTERIDA,AM,1,0.54,0.54,0.54,
21978,FIO,RJ,1,192.0,192.0,192.0,
21954,FINASTERIDA,AC,1,0.5,0.5,0.5,
21934,FILTRO ÓLEO HIDRÁULICO,CE,1,480.0,480.0,480.0,
21933,FILTRO ÓLEO,RS,1,125.15,125.15,125.15,
21920,FILTRO TERAPIA RESPIRATÓRIA,PI,1,9.0,9.0,9.0,
21917,FILTRO TERAPIA RESPIRATÓRIA,MG,1,5.2,5.2,5.2,
21915,FILTRO TERAPIA RESPIRATÓRIA,AM,1,5.7,5.7,5.7,
21913,FILTRO SISTEMA REFRIGERAÇÃO/EXAUSTÃO,RN,1,103.1,103.1,103.1,
21911,FILTRO SISTEMA REFRIGERAÇÃO/EXAUSTÃO,PE,1,23.98,23.98,23.98,
21898,FILTRO RESPIRADOR,PI,1,30.0,30.0,30.0,
21895,FILTRO RESPIRADOR,MT,1,370.12,370.12,370.12,
21977,FIO,PR,1,0.59,0.59,0.59,
21981,FIO,RR,1,158.22,158.22,158.22,
22112,FIO RETRATOR GENGIVAL,SP,1,18.0,18.0,18.0,
22047,FIO ELÉTRICO ISOLADO,AL,1,160.0,160.0,160.0,
22111,FIO RETRATOR GENGIVAL,SE,1,15.0,15.0,15.0,
22110,FIO RETRATOR GENGIVAL,SC,1,12.19,12.19,12.19,
22095,FIO ORTOPÉDICO IMPLANTÁVEL,RS,1,8.0,8.0,8.0,
22094,FIO ORTOPÉDICO IMPLANTÁVEL,RN,1,8.0,8.0,8.0,
22092,FIO ORTOPÉDICO IMPLANTÁVEL,PR,1,800.0,800.0,800.0,
22077,FIO ORTODÔNTICO,MT,1,18.0,18.0,18.0,
22075,FIO ORTODÔNTICO,AM,1,16.490000000000002,16.490000000000002,16.490000000000002,
22063,FIO GUIA,ES,1,180.0,180.0,180.0,
22057,FIO ELÉTRICO ISOLADO,RO,1,250.0,250.0,250.0,
22051,FIO ELÉTRICO ISOLADO,MS,1,160.0,160.0,160.0,
22041,FIO ELETRICO,RR,1,1291.88,1291.88,1291.88,
21984,FIO,SP,1,48.29,48.29,48.29,
22036,FIO ELETRICO,MT,1,1014.0,1014.0,1014.0,
22033,FIO ELETRICO,CE,1,117.0,117.0,117.0,
22029,FIO DENTAL,SP,1,1.93,1.93,1.93,
22026,FIO DENTAL,RR,1,2.14,2.14,2.14,
22020,FIO DENTAL,PA,1,0.84,0.84,0.84,
22017,FIO DENTAL,MA,1,7.86,7.86,7.86,
22016,FIO DENTAL,GO,1,17.77,17.77,17.77,
22009,FIO DE SUTURA,SC,1,31.0,31.0,31.0,
21999,FIO DE SUTURA,PA,1,1.84,1.84,1.84,
21987,FIO DE OVOS,AC,1,28.38,28.38,28.38,
21578,FIBRA ÓPTICA - USO MÉDICO,MS,1,2299.0,2299.0,2299.0,
21577,FIBRA ÓPTICA - USO MÉDICO,AL,1,2299.0,2299.0,2299.0,
21576,FIBRA ÓPTICA - USO MÉDICO,AC,1,1600.0,1600.0,1600.0,
21334,FENO,PE,1,23.5,23.5,23.5,
21275,FECHO PARA BOLSA,BA,1,18.0,18.0,18.0,
21273,FECHO,PA,1,3.12,3.12,3.12,
21271,FECHO,GO,1,10.67,10.67,10.67,
21266,FECHADURA ELETROMAGNÉTICA,RJ,1,173.27,173.27,173.27,
21265,FECHADURA ELETROMAGNÉTICA,PR,1,830.0,830.0,830.0,
21263,FECHADURA ELETROMAGNÉTICA,BA,1,188.94,188.94,188.94,
21260,FECHADURA DIGITAL,RS,1,750.0,750.0,750.0,
21258,FECHADURA BIOMETRICA,RO,1,1000.0,1000.0,1000.0,
21255,FECHADURA BIOMETRICA,PI,1,1447.0,1447.0,1447.0,
21254,FECHADURA BIOMETRICA,MS,1,1040.0,1040.0,1040.0,
21252,FECHADURA BIOMETRICA,BA,1,1078.99,1078.99,1078.99,
21251,FECHADURA BIOMETRICA,AL,1,1040.0,1040.0,1040.0,
21250,FECHADURA BIOMETRICA,AC,1,15000.0,15000.0,15000.0,
21236,FECHADURA,MT,1,49.0,49.0,49.0,
21233,FECHADURA,MA,1,35.71,35.71,35.71,
21225,FEBENDAZOL,SP,1,199.99,199.99,199.99,
21224,FEBENDAZOL,SE,1,185.08,185.08,185.08,
21223,FEBENDAZOL,RN,1,196.6,196.6,196.6,
21221,FASÍMETRO,RO,1,413.21,413.21,413.21,
21220,FAROL SELADO,RS,1,232.0,232.0,232.0,
21216,FAROFA PRONTA,RJ,1,3.83,3.83,3.83,
21215,FAROFA PRONTA,PR,1,4.140000000000001,4.140000000000001,4.140000000000001,
21214,FAROFA PRONTA,MG,1,3.0,3.0,3.0,
21276,FECHO PARA CINTA DE POSTE,PE,1,69.0,69.0,69.0,
21277,FECHO PARA TAMBOR,RJ,1,143.57,143.57,143.57,
21279,FELTRO,MG,1,19.01,19.01,19.01,
21297,FENILBUTAZONA,RJ,1,25.6,25.6,25.6,
21326,FENITOÍNA SÓDICA,RR,1,0.17,0.17,0.17,
21321,FENITOÍNA SÓDICA,PE,1,0.15,0.15,0.15,
