,Código UG_x,Código Modalidade Compra_x,Código Órgão_x,Descrição,Quantidade Item,Código Vencedor,Código Órgão Superior,Município,data,Total,valor_individual,UF
224386,168006,-99,52221,CONEXÃO HIDRÁULICA,40,44259090000105,52000,JUIZ DE FORA,2022-04-13,28716.0,9.86,MG
224387,168006,-99,52221,CONEXÃO HIDRÁULICA,40,44259090000105,52000,JUIZ DE FORA,2022-04-13,28716.0,1.5,MG
224388,168006,-99,52221,CONEXÃO HIDRÁULICA,40,44259090000105,52000,JUIZ DE FORA,2022-04-13,28716.0,3.0,MG
224389,168006,-99,52221,CONEXÃO HIDRÁULICA,40,44259090000105,52000,JUIZ DE FORA,2022-04-13,28716.0,0.89,MG
224390,168006,-99,52221,CONEXÃO HIDRÁULICA,40,44259090000105,52000,JUIZ DE FORA,2022-04-13,28716.0,2.5,MG
224391,168006,-99,52221,CONEXÃO HIDRÁULICA,40,10365961000153,52000,JUIZ DE FORA,2022-04-13,28716.0,9.0,MG
224392,168006,-99,52221,CONEXÃO HIDRÁULICA,40,44259090000105,52000,JUIZ DE FORA,2022-04-13,28716.0,4.0,MG
224393,168006,-99,52221,CONEXÃO HIDRÁULICA,40,44259090000105,52000,JUIZ DE FORA,2022-04-13,28716.0,2.3,MG
224394,168006,-99,52221,CONEXÃO HIDRÁULICA,40,10365961000153,52000,JUIZ DE FORA,2022-04-13,28716.0,9.8,MG
224397,168006,-99,52221,CONEXÃO HIDRÁULICA,40,19994997000170,52000,JUIZ DE FORA,2022-04-13,28716.0,3.71,MG
224398,168006,-99,52221,CONEXÃO HIDRÁULICA,40,44259090000105,52000,JUIZ DE FORA,2022-04-13,28716.0,4.9,MG
224399,168006,-99,52221,CONEXÃO HIDRÁULICA,40,44259090000105,52000,JUIZ DE FORA,2022-04-13,28716.0,4.95,MG
224400,168006,-99,52221,CONEXÃO HIDRÁULICA,40,19234111000190,52000,JUIZ DE FORA,2022-04-13,28716.0,9.86,MG
224401,168006,-99,52221,CONEXÃO HIDRÁULICA,40,44259090000105,52000,JUIZ DE FORA,2022-04-13,28716.0,1.35,MG
224402,168006,-99,52221,CONEXÃO HIDRÁULICA,40,44259090000105,52000,JUIZ DE FORA,2022-04-13,28716.0,5.0,MG
224403,168006,-99,52221,CONEXÃO HIDRÁULICA,40,19234111000190,52000,JUIZ DE FORA,2022-04-13,28716.0,9.86,MG
224404,168006,-99,52221,CONEXÃO HIDRÁULICA,40,19994997000170,52000,JUIZ DE FORA,2022-04-13,28716.0,3.92,MG
224405,168006,-99,52221,CONEXÃO HIDRÁULICA,40,19994997000170,52000,JUIZ DE FORA,2022-04-13,28716.0,3.3200000000000003,MG
224419,168006,-99,52221,CONEXÃO HIDRÁULICA,20,44259090000105,52000,JUIZ DE FORA,2022-04-13,28716.0,4.0,MG
224527,200372,-99,30108,Informação protegida por sigilo nos termos da legislação vigente,4000,30258077000127,30000,PORTO ALEGRE,2022-08-04,0.0,19.39,RS
224528,200372,-99,30108,Informação protegida por sigilo nos termos da legislação vigente,4000,30258077000127,30000,PORTO ALEGRE,2022-08-04,0.0,7.43,RS
224670,257042,-99,36000,FIO DE SUTURA,720,25341162000114,36000,ALTAMIRA,2022-06-04,245.0,1.84,PA
224717,783601,-99,52131,CONEXÃO HIDRÁULICA,300,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,0.8,CE
224718,783601,-99,52131,CONEXÃO HIDRÁULICA,300,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,1.5,CE
224727,783601,-99,52131,CONEXÃO HIDRÁULICA,200,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,177.75,CE
224728,783601,-99,52131,CONEXÃO HIDRÁULICA,300,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,1.11,CE
224729,783601,-99,52131,CONEXÃO HIDRÁULICA,300,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,1.89,CE
224730,783601,-99,52131,CONEXÃO HIDRÁULICA,300,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,6.19,CE
224732,783601,-99,52131,CONEXÃO HIDRÁULICA,300,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,2.88,CE
224733,783601,-99,52131,CONEXÃO HIDRÁULICA,50,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,17.73,CE
224734,783601,-99,52131,CONEXÃO HIDRÁULICA,50,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,10.97,CE
224735,783601,-99,52131,CONEXÃO HIDRÁULICA,50,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,6.41,CE
224737,783601,-99,52131,CONEXÃO HIDRÁULICA,300,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,1.28,CE
224738,783601,-99,52131,CONEXÃO HIDRÁULICA,300,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,4.04,CE
224739,783601,-99,52131,CONEXÃO HIDRÁULICA,300,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,2.1,CE
224740,783601,-99,52131,CONEXÃO HIDRÁULICA,300,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,2.98,CE
224741,783601,-99,52131,CONEXÃO HIDRÁULICA,300,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,0.75,CE
224742,783601,-99,52131,CONEXÃO HIDRÁULICA,300,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,2.42,CE
224743,783601,-99,52131,CONEXÃO HIDRÁULICA,300,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,6.0,CE
224744,783601,-99,52131,CONEXÃO HIDRÁULICA,300,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,5.32,CE
224745,783601,-99,52131,CONEXÃO HIDRÁULICA,50,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,5.63,CE
224746,783601,-99,52131,CONEXÃO HIDRÁULICA,50,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,5.29,CE
224747,783601,-99,52131,CONEXÃO HIDRÁULICA,50,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,2.03,CE
224748,783601,-99,52131,CONEXÃO HIDRÁULICA,50,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,7.42,CE
224749,783601,-99,52131,CONEXÃO HIDRÁULICA,50,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,6.17,CE
224750,783601,-99,52131,CONEXÃO HIDRÁULICA,50,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,2.9,CE
224751,783601,-99,52131,CONEXÃO HIDRÁULICA,300,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,8.13,CE
224752,783601,-99,52131,CONEXÃO HIDRÁULICA,300,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,13.19,CE
224753,783601,-99,52131,CONEXÃO HIDRÁULICA,300,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,4.26,CE
224754,783601,-99,52131,CONEXÃO HIDRÁULICA,300,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,1.28,CE
224755,783601,-99,52131,CONEXÃO HIDRÁULICA,300,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,3.36,CE
224756,783601,-99,52131,CONEXÃO HIDRÁULICA,300,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,2.96,CE
224757,783601,-99,52131,CONEXÃO HIDRÁULICA,300,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,2.79,CE
224758,783601,-99,52131,CONEXÃO HIDRÁULICA,300,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,1.98,CE
224759,783601,-99,52131,CONEXÃO HIDRÁULICA,300,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,1.99,CE
224760,783601,-99,52131,CONEXÃO HIDRÁULICA,140,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,7.0,CE
224761,783601,-99,52131,CONEXÃO HIDRÁULICA,140,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,7.27,CE
224762,783601,-99,52131,CONEXÃO HIDRÁULICA,140,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,2.43,CE
224763,783601,-99,52131,CONEXÃO HIDRÁULICA,140,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,8.29,CE
224770,783601,-99,52131,CONEXÃO HIDRÁULICA,300,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,2.27,CE
224771,783601,-99,52131,CONEXÃO HIDRÁULICA,300,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,3.66,CE
224772,783601,-99,52131,CONEXÃO HIDRÁULICA,300,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,6.18,CE
224773,783601,-99,52131,CONEXÃO HIDRÁULICA,300,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,8.7,CE
224774,783601,-99,52131,CONEXÃO HIDRÁULICA,200,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,8.61,CE
224775,783601,-99,52131,CONEXÃO HIDRÁULICA,200,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,3.98,CE
224776,783601,-99,52131,CONEXÃO HIDRÁULICA,100,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,15.28,CE
224780,783601,-99,52131,CONEXÃO HIDRÁULICA,100,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,5.42,CE
224787,783601,-99,52131,CONEXÃO HIDRÁULICA,300,32936252000113,52000,FORTALEZA,2022-04-25,3800.0,29.13,CE
224893,785800,-99,52131,CONEXÃO HIDRÁULICA,200,41465151000100,52000,RIO GRANDE,2022-04-20,335.4,18.12,RS
224894,785800,-99,52131,CONEXÃO HIDRÁULICA,200,41465151000100,52000,RIO GRANDE,2022-04-20,335.4,19.21,RS
224895,785800,-99,52131,CONEXÃO HIDRÁULICA,200,40044357000196,52000,RIO GRANDE,2022-04-20,335.4,15.0,RS
224896,785800,-99,52131,CONEXÃO HIDRÁULICA,250,40044357000196,52000,RIO GRANDE,2022-04-20,335.4,1.3,RS
224899,785800,-99,52131,CONEXÃO HIDRÁULICA,250,36986531000142,52000,RIO GRANDE,2022-04-20,335.4,7.28,RS
224900,785800,-99,52131,CONEXÃO HIDRÁULICA,100,45475632000140,52000,RIO GRANDE,2022-04-20,335.4,24.79,RS
224902,785800,-99,52131,CONEXÃO HIDRÁULICA,400,8658622000113,52000,RIO GRANDE,2022-04-20,335.4,3.1,RS
224905,785800,-99,52131,CONEXÃO HIDRÁULICA,400,40044357000196,52000,RIO GRANDE,2022-04-20,335.4,1.1,RS
224915,785800,-99,52131,CONEXÃO HIDRÁULICA,300,36986531000142,52000,RIO GRANDE,2022-04-20,335.4,3.53,RS
225234,250104,-99,36000,FIO DE SUTURA,2388,37844479000152,36000,RIO DE JANEIRO,2022-01-04,9252.0,11.53,RJ
225235,250104,-99,36000,FIO DE SUTURA,2964,54516661008005,36000,RIO DE JANEIRO,2022-01-04,9252.0,12.98,RJ
225236,250104,-99,36000,FIO DE SUTURA,2292,54516661008005,36000,RIO DE JANEIRO,2022-01-04,9252.0,4.36,RJ
225237,250104,-99,36000,FIO DE SUTURA,1542,3812429000171,36000,RIO DE JANEIRO,2022-01-04,9252.0,4.4,RJ
225238,250104,-99,36000,FIO DE SUTURA,2292,54516661008005,36000,RIO DE JANEIRO,2022-01-04,9252.0,4.39,RJ
225239,250104,-99,36000,FIO DE SUTURA,2292,54516661008005,36000,RIO DE JANEIRO,2022-01-04,9252.0,4.39,RJ
225240,250104,-99,36000,FIO DE SUTURA,1542,3812429000171,36000,RIO DE JANEIRO,2022-01-04,9252.0,4.2,RJ
225241,250104,-99,36000,FIO DE SUTURA,2262,54516661008005,36000,RIO DE JANEIRO,2022-01-04,9252.0,4.640000000000001,RJ
225242,250104,-99,36000,FIO DE SUTURA,1092,2376490000150,36000,RIO DE JANEIRO,2022-01-04,9252.0,3.790000000000001,RJ
225243,250104,-99,36000,FIO DE SUTURA,1542,2376490000150,36000,RIO DE JANEIRO,2022-01-04,9252.0,3.49,RJ
225244,250104,-99,36000,FIO DE SUTURA,1542,37844479000152,36000,RIO DE JANEIRO,2022-01-04,9252.0,3.24,RJ
225245,250104,-99,36000,FIO DE SUTURA,1152,2376490000150,36000,RIO DE JANEIRO,2022-01-04,9252.0,3.14,RJ
225246,250104,-99,36000,FIO DE SUTURA,1542,37844479000152,36000,RIO DE JANEIRO,2022-01-04,9252.0,4.319999999999999,RJ
225247,250104,-99,36000,FIO DE SUTURA,1092,37844479000152,36000,RIO DE JANEIRO,2022-01-04,9252.0,3.56,RJ
225248,250104,-99,36000,FIO DE SUTURA,1152,2376490000150,36000,RIO DE JANEIRO,2022-01-04,9252.0,3.66,RJ
225249,250104,-99,36000,FIO DE SUTURA,1152,2376490000150,36000,RIO DE JANEIRO,2022-01-04,9252.0,3.84,RJ
225250,250104,-99,36000,FIO DE SUTURA,1092,37844479000152,36000,RIO DE JANEIRO,2022-01-04,9252.0,3.62,RJ
225251,250104,-99,36000,FIO DE SUTURA,15420,37844479000152,36000,RIO DE JANEIRO,2022-01-04,9252.0,1.77,RJ
225252,250104,-99,36000,FIO DE SUTURA,30840,37844479000152,36000,RIO DE JANEIRO,2022-01-04,9252.0,1.77,RJ
225253,250104,-99,36000,FIO DE SUTURA,5418,3812429000171,36000,RIO DE JANEIRO,2022-01-04,9252.0,2.3,RJ
225254,250104,-99,36000,FIO DE SUTURA,11136,37844479000152,36000,RIO DE JANEIRO,2022-01-04,9252.0,1.77,RJ
225255,250104,-99,36000,FIO DE SUTURA,3042,54516661008005,36000,RIO DE JANEIRO,2022-01-04,9252.0,3.88,RJ
225256,250104,-99,36000,FIO DE SUTURA,2514,54516661008005,36000,RIO DE JANEIRO,2022-01-04,9252.0,4.19,RJ
225257,250104,-99,36000,FIO DE SUTURA,1638,54516661008005,36000,RIO DE JANEIRO,2022-01-04,9252.0,19.58,RJ
225258,250104,-99,36000,FIO DE SUTURA,2406,54516661008005,36000,RIO DE JANEIRO,2022-01-04,9252.0,24.57,RJ
225259,250104,-99,36000,FIO DE SUTURA,1938,54516661008005,36000,RIO DE JANEIRO,2022-01-04,9252.0,22.66,RJ
225260,250104,-99,36000,FIO DE SUTURA,4806,2376490000150,36000,RIO DE JANEIRO,2022-01-04,9252.0,22.14,RJ
225261,250104,-99,36000,FIO DE SUTURA,2070,2376490000150,36000,RIO DE JANEIRO,2022-01-04,9252.0,14.59,RJ
225262,250104,-99,36000,FIO DE SUTURA,1638,2376490000150,36000,RIO DE JANEIRO,2022-01-04,9252.0,28.03,RJ
225263,250104,-99,36000,FIO DE SUTURA,1638,2376490000150,36000,RIO DE JANEIRO,2022-01-04,9252.0,31.72,RJ
225264,250104,-99,36000,FIO DE SUTURA,2847,3812429000171,36000,RIO DE JANEIRO,2022-01-04,9252.0,2.7,RJ
225265,250104,-99,36000,FIO DE SUTURA,1167,37844479000152,36000,RIO DE JANEIRO,2022-01-04,9252.0,2.55,RJ
225266,250104,-99,36000,FIO DE SUTURA,2727,3812429000171,36000,RIO DE JANEIRO,2022-01-04,9252.0,2.7,RJ
225267,250104,-99,36000,FIO DE SUTURA,1167,37844479000152,36000,RIO DE JANEIRO,2022-01-04,9252.0,2.88,RJ
225268,250104,-99,36000,FIO DE SUTURA,1167,37844479000152,36000,RIO DE JANEIRO,2022-01-04,9252.0,3.71,RJ
225269,250104,-99,36000,FIO DE SUTURA,1167,3812429000171,36000,RIO DE JANEIRO,2022-01-04,9252.0,2.7,RJ
225270,250104,-99,36000,FIO DE SUTURA,1092,2376490000150,36000,RIO DE JANEIRO,2022-01-04,9252.0,4.050000000000001,RJ
225271,250104,-99,36000,FIO DE SUTURA,9444,37844479000152,36000,RIO DE JANEIRO,2022-01-04,9252.0,2.42,RJ
225272,250104,-99,36000,FIO DE SUTURA,4056,37844479000152,36000,RIO DE JANEIRO,2022-01-04,9252.0,2.45,RJ
225273,250104,-99,36000,FIO DE SUTURA,9120,37844479000152,36000,RIO DE JANEIRO,2022-01-04,9252.0,2.55,RJ
225274,250104,-99,36000,FIO DE SUTURA,4416,3812429000171,36000,RIO DE JANEIRO,2022-01-04,9252.0,6.7,RJ
225275,250104,-99,36000,FIO DE SUTURA,2832,3812429000171,36000,RIO DE JANEIRO,2022-01-04,9252.0,7.0,RJ
225276,250104,-99,36000,FIO DE SUTURA,2532,3812429000171,36000,RIO DE JANEIRO,2022-01-04,9252.0,7.0,RJ
225277,250104,-99,36000,FIO DE SUTURA,1812,3812429000171,36000,RIO DE JANEIRO,2022-01-04,9252.0,8.3,RJ
225278,250104,-99,36000,FIO DE SUTURA,1812,3812429000171,36000,RIO DE JANEIRO,2022-01-04,9252.0,8.3,RJ
225279,250104,-99,36000,FIO DE SUTURA,2292,37844479000152,36000,RIO DE JANEIRO,2022-01-04,9252.0,2.52,RJ
225280,250104,-99,36000,FIO DE SUTURA,3732,37844479000152,36000,RIO DE JANEIRO,2022-01-04,9252.0,2.56,RJ
225281,250104,-99,36000,FIO DE SUTURA,18504,37844479000152,36000,RIO DE JANEIRO,2022-01-04,9252.0,2.56,RJ
225282,250104,-99,36000,FIO DE SUTURA,24948,54516661008005,36000,RIO DE JANEIRO,2022-01-04,9252.0,9.28,RJ
225283,250104,-99,36000,FIO DE SUTURA,20796,37844479000152,36000,RIO DE JANEIRO,2022-01-04,9252.0,12.34,RJ
225284,250104,-99,36000,FIO DE SUTURA,11064,37844479000152,36000,RIO DE JANEIRO,2022-01-04,9252.0,13.58,RJ
225285,250104,-99,36000,FIO DE SUTURA,11232,54516661008005,36000,RIO DE JANEIRO,2022-01-04,9252.0,10.43,RJ
225286,250104,-99,36000,FIO DE SUTURA,3876,37844479000152,36000,RIO DE JANEIRO,2022-01-04,9252.0,13.19,RJ
225287,250104,-99,36000,FIO DE SUTURA,7404,37844479000152,36000,RIO DE JANEIRO,2022-01-04,9252.0,9.12,RJ
225288,250104,-99,36000,FIO DE SUTURA,2868,54516661008005,36000,RIO DE JANEIRO,2022-01-04,9252.0,11.89,RJ
225289,250104,-99,36000,FIO DE SUTURA,6252,37844479000152,36000,RIO DE JANEIRO,2022-01-04,9252.0,13.19,RJ
225290,250104,-99,36000,FIO DE SUTURA,6252,37844479000152,36000,RIO DE JANEIRO,2022-01-04,9252.0,11.12,RJ
225291,250104,-99,36000,FIO DE SUTURA,3888,37844479000152,36000,RIO DE JANEIRO,2022-01-04,9252.0,11.41,RJ
225292,250104,-99,36000,FIO DE SUTURA,2688,37844479000152,36000,RIO DE JANEIRO,2022-01-04,9252.0,13.0,RJ
225293,250104,-99,36000,FIO DE SUTURA,13524,54516661008005,36000,RIO DE JANEIRO,2022-01-04,9252.0,8.48,RJ
225294,250104,-99,36000,FIO DE SUTURA,4128,37844479000152,36000,RIO DE JANEIRO,2022-01-04,9252.0,13.0,RJ
225295,250104,-99,36000,FIO DE SUTURA,8424,54516661008005,36000,RIO DE JANEIRO,2022-01-04,9252.0,10.67,RJ
225296,250104,-99,36000,FIO DE SUTURA,5628,37844479000152,36000,RIO DE JANEIRO,2022-01-04,9252.0,11.48,RJ
225297,250104,-99,36000,FIO DE SUTURA,4128,3812429000171,36000,RIO DE JANEIRO,2022-01-04,9252.0,4.300000000000001,RJ
225298,250104,-99,36000,FIO DE SUTURA,4314,37844479000152,36000,RIO DE JANEIRO,2022-01-04,9252.0,11.19,RJ
225299,250104,-99,36000,FIO DE SUTURA,12054,28199997000170,36000,RIO DE JANEIRO,2022-01-04,9252.0,1.2,RJ
225300,250104,-99,36000,FIO DE SUTURA,7410,28199997000170,36000,RIO DE JANEIRO,2022-01-04,9252.0,1.19,RJ
225301,250104,-99,36000,FIO DE SUTURA,4626,3812429000171,36000,RIO DE JANEIRO,2022-01-04,9252.0,2.0,RJ
225599,158131,-99,26424,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,4,57359168000105,26000,PALMAS,2022-04-19,11679.66,67.0,TO
225600,158131,-99,26424,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,4,57359168000105,26000,PALMAS,2022-04-19,11679.66,67.0,PR
225601,158131,-99,26424,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,6,57359168000105,26000,PALMAS,2022-04-19,11679.66,72.86,TO
225602,158131,-99,26424,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,6,57359168000105,26000,PALMAS,2022-04-19,11679.66,72.86,PR
225605,158131,-99,26424,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,7,57359168000105,26000,PALMAS,2022-04-19,11679.66,80.0,TO
225606,158131,-99,26424,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,7,57359168000105,26000,PALMAS,2022-04-19,11679.66,80.0,PR
225607,158131,-99,26424,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,32,57359168000105,26000,PALMAS,2022-04-19,11679.66,50.0,TO
225608,158131,-99,26424,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,32,57359168000105,26000,PALMAS,2022-04-19,11679.66,50.0,PR
225609,158131,-99,26424,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,34,57359168000105,26000,PALMAS,2022-04-19,11679.66,35.0,TO
225610,158131,-99,26424,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,34,57359168000105,26000,PALMAS,2022-04-19,11679.66,35.0,PR
225615,158131,-99,26424,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,8,57359168000105,26000,PALMAS,2022-04-19,11679.66,45.0,TO
225616,158131,-99,26424,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,8,57359168000105,26000,PALMAS,2022-04-19,11679.66,45.0,PR
225623,158131,-99,26424,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,4,57359168000105,26000,PALMAS,2022-04-19,11679.66,90.87,TO
225624,158131,-99,26424,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,4,57359168000105,26000,PALMAS,2022-04-19,11679.66,90.87,PR
225661,158131,-99,26424,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,5,4345762000180,26000,PALMAS,2022-04-19,11679.66,82.3,TO
225662,158131,-99,26424,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,5,4345762000180,26000,PALMAS,2022-04-19,11679.66,82.3,PR
225741,158467,-99,26436,LEGUME IN NATURA,240,94571536000100,26000,PELOTAS,2022-04-04,1269.0,2.5,RS
225744,158467,-99,26436,FRUTA,840,94571536000100,26000,PELOTAS,2022-04-04,1269.0,3.3,RS
225745,158467,-99,26436,LEGUME IN NATURA,350,94571536000100,26000,PELOTAS,2022-04-04,1269.0,3.0,RS
225746,158467,-99,26436,LEGUME IN NATURA,700,94571536000100,26000,PELOTAS,2022-04-04,1269.0,4.1,RS
225747,158467,-99,26436,FRUTA,500,94571536000100,26000,PELOTAS,2022-04-04,1269.0,2.8,RS
225748,158467,-99,26436,LEGUME IN NATURA,100,32383229000149,26000,PELOTAS,2022-04-04,1269.0,4.81,RS
225749,158467,-99,26436,LEGUME IN NATURA,1030,32383229000149,26000,PELOTAS,2022-04-04,1269.0,3.9,RS
225751,158467,-99,26436,FRUTA,150,94571536000100,26000,PELOTAS,2022-04-04,1269.0,4.5,RS
225752,158467,-99,26436,LEGUME IN NATURA,860,94571536000100,26000,PELOTAS,2022-04-04,1269.0,3.2,RS
225753,158467,-99,26436,LEGUME IN NATURA,900,94571536000100,26000,PELOTAS,2022-04-04,1269.0,3.8,RS
225754,158467,-99,26436,LEGUME IN NATURA,100,94571536000100,26000,PELOTAS,2022-04-04,1269.0,3.0,RS
225758,158467,-99,26436,FRUTA,300,94571536000100,26000,PELOTAS,2022-04-04,1269.0,4.0,RS
225759,158467,-99,26436,FRUTA,800,94571536000100,26000,PELOTAS,2022-04-04,1269.0,2.8,RS
225761,158467,-99,26436,FRUTA,300,32383229000149,26000,PELOTAS,2022-04-04,1269.0,4.23,RS
225765,158467,-99,26436,LEGUME IN NATURA,150,94571536000100,26000,PELOTAS,2022-04-04,1269.0,2.8,RS
225766,158467,-99,26436,LEGUME IN NATURA,150,94571536000100,26000,PELOTAS,2022-04-04,1269.0,5.79,RS
225771,158467,-99,26436,LEGUME IN NATURA,900,94571536000100,26000,PELOTAS,2022-04-04,1269.0,4.5,RS
225951,160027,-99,52121,FIO DE SUTURA,15,34412925000161,52000,BARREIRAS,2022-01-04,1760.0,33.01,BA
226009,160199,-99,52121,PLACA ORTOPÉDICA P/ MINI E MICRO FRAGMENTOS,6,41249434000107,52000,RECIFE,2022-01-04,9784.0,6000.0,PE
226023,160199,-99,52121,PLACA ORTOPÉDICA P/ MINI E MICRO FRAGMENTOS,24,41249434000107,52000,RECIFE,2022-01-04,9784.0,5966.669999999999,PE
226058,160199,-99,52121,FIO DE SUTURA,90,40819062000144,52000,RECIFE,2022-01-04,9784.0,216.6,PE
226215,160416,-99,52121,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,3,20352354000102,52000,SANTA MARIA,2022-11-04,9578.0,21.89,RN
226216,160416,-99,52121,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,3,20352354000102,52000,SANTA MARIA,2022-11-04,9578.0,21.89,RS
226217,160416,-99,52121,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,500,12021151000105,52000,SANTA MARIA,2022-11-04,9578.0,5.2,RN
226218,160416,-99,52121,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,500,12021151000105,52000,SANTA MARIA,2022-11-04,9578.0,5.2,RS
226257,160416,-99,52121,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,3500,73008682000152,52000,SANTA MARIA,2022-11-04,9578.0,16.83,RN
226258,160416,-99,52121,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,3500,73008682000152,52000,SANTA MARIA,2022-11-04,9578.0,16.83,RS
226259,160416,-99,52121,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,3500,73008682000152,52000,SANTA MARIA,2022-11-04,9578.0,7.67,RN
226260,160416,-99,52121,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,3500,73008682000152,52000,SANTA MARIA,2022-11-04,9578.0,7.67,RS
226261,160416,-99,52121,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,500,73008682000152,52000,SANTA MARIA,2022-11-04,9578.0,8.52,RN
226262,160416,-99,52121,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,500,73008682000152,52000,SANTA MARIA,2022-11-04,9578.0,8.52,RS
226263,160416,-99,52121,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,10200,21921393000308,52000,SANTA MARIA,2022-11-04,9578.0,2.07,RN
226264,160416,-99,52121,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,10200,21921393000308,52000,SANTA MARIA,2022-11-04,9578.0,2.07,RS
226265,160416,-99,52121,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,4500,21921393000308,52000,SANTA MARIA,2022-11-04,9578.0,2.27,RN
226266,160416,-99,52121,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,4500,21921393000308,52000,SANTA MARIA,2022-11-04,9578.0,2.27,RS
226267,160416,-99,52121,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,4500,21921393000308,52000,SANTA MARIA,2022-11-04,9578.0,2.27,RN
226268,160416,-99,52121,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,4500,21921393000308,52000,SANTA MARIA,2022-11-04,9578.0,2.27,RS
226273,160416,-99,52121,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,3600,21921393000308,52000,SANTA MARIA,2022-11-04,9578.0,2.46,RN
226274,160416,-99,52121,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,3600,21921393000308,52000,SANTA MARIA,2022-11-04,9578.0,2.46,RS
226275,160416,-99,52121,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,4000,21921393000308,52000,SANTA MARIA,2022-11-04,9578.0,3.97,RN
